what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310931957228
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310931962030
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310931964655
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310931968801
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310931984591
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932001755
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932014988
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932016939
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932020795
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932020795
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310932022759
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932023194
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932037036
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310932278562
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310932291593
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932344501
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932379984
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932381416
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932381878
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932383217
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932383837
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310932395905
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932397692
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932410082
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932415411
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.smartEnter",1310932466965
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310932470587
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1310932578466
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1310932579191
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1310932581547
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932647955
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932674712
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310932724961
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310932742044
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310932759098
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932761300
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932773877
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310932784579
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932786566
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932793187
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932798582
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932798720
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932799051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932808842
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932809040
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932810353
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932810856
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932823692
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932828316
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932835782
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310932839246
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310932840035
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310932842760
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310932853443
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932855516
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932871406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932872951
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932880535
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932952746
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932960790
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310932971764
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310932972116
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310932972650
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310932973103
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310932978479
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932980990
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310932992603
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310933007525
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933008672
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.smartEnter",1310933011848
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310933013003
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310933013670
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310933019378
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933022790
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933044058
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933058275
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933466324
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933470245
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933471062
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933478012
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310933485204
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933485856
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310933490050
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310933490455
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933491901
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310933492720
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933493268
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310933495379
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310933496508
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933498628
