what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310940921900
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310940992995
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310940999691
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310941002827
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310941004165
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941118406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941118468
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941182024
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941182093
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941192502
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310941203963
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941243165
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941245220
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941255232
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941261727
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941271303
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310941280589
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310941283572
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941303492
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941305717
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941336072
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310941356648
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310941356997
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310941357356
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310941360662
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310941361186
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941371440
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941446826
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941448378
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941463103
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310941463130
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310941467320
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941479831
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941481937
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941491493
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941500876
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941502495
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941509562
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941510966
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941513779
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941513784
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941517965
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310941524867
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941542667
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310941567863
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941582367
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941584607
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941716564
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941716825
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941725304
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310941725526
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310941728448
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310941737835
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941751109
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941759919
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941763617
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310941792467
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941796487
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310941822840
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310941824624
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310941830540
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310941832945
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310941839021
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310941841968
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941869380
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941915033
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310941926403
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941931028
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310941944382
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310941977530
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310941980351
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942000379
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942002441
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942035967
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310942077350
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942078902
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310942089029
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310942128365
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310942134098
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942157189
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942221097
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942246706
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942267427
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942269905
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942285992
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310942296594
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310942297020
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942308189
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942310186
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942338066
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310942338105
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942339754
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942345048
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942346432
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942351184
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942352909
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942365758
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310942365786
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942367991
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942372058
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942372614
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942376398
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942380060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942380528
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942381846
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942383584
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942402327
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942436388
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942456540
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942458207
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942483732
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942502479
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942504192
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942522240
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1310942555464
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310942557968
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942572403
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942574081
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942605106
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942621360
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942639113
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942663104
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942663864
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942686707
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942698604
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942702980
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942818394
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942824381
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310942832108
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310942835979
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942837668
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942846305
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942853476
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310942860516
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942862415
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310942865576
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310942884543
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310942886689
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942901788
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942903247
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942914026
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942917195
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942920160
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942928439
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942949313
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942951011
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310942961394
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942970394
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942973185
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942982459
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310942988166
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310942989338
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310942992401
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310942994169
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943007852
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310943011580
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943012566
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943017790
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943023805
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310943036240
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943036444
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310943046231
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943046460
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943052798
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310943057314
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943058874
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310943061382
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943218838
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943222192
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943224996
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943225938
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1310943229294
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310943233122
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943234503
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310943237212
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943295000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943295006
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943328027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943328051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943334511
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1310943334530
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943336173
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943402542
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1310943410295
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310943413632
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943414726
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943416815
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943424225
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310943505984
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310943507529
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943519057
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310943529451
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310943543583
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943546782
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943552005
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943553675
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943578362
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943586012
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310943590300
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1310943604740
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310943606657
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943613095
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943615949
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943642119
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943655248
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943655531
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943655786
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943656914
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943657260
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943657613
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943657944
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943660899
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943663397
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943663847
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1310943664313
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1310943667970
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1310943668606
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1310943669308
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1310943669836
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1310943672470
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310943675002
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310943678925
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310943687113
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943689972
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310943713464
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1310943723625
